n40w200.005.txt
215.0,296.0,27.36,25.85
230.0,296.0,22.3,86.2
231.0,296.0,21.959999999999997,124.37
232.0,296.0,21.62,227.04
233.0,296.0,21.279999999999998,484.79
234.0,296.0,20.95,682.53
235.0,296.0,20.61,1145.63
236.0,296.0,20.27,1422.32
237.0,296.0,19.93,1682.66
238.0,296.0,19.59,1873.22
239.0,296.0,19.259999999999998,2006.51
240.0,296.0,18.92,2038.49
241.0,296.0,18.58,2198.79
242.0,296.0,18.240000000000002,2356.58
243.0,296.0,17.91,2449.78
244.0,296.0,17.57,2646.77
245.0,296.0,17.23,2781.48
246.0,296.0,16.89,2855.72
247.0,296.0,16.55,2912.65
248.0,296.0,16.220000000000002,3035.11
249.0,296.0,15.879999999999999,3102.85
250.0,296.0,15.540000000000001,3316.69
251.0,296.0,15.2,3550.83
