ft53.3.sop
0,12325,1,11.24
4694,12325,61.91,85.34
4694,11616,59.589999999999996,116.29
4916,11616,57.68,219.16
4949,11616,57.38999999999999,316.37
4951,11616,57.379999999999995,417.61
4971,11616,57.21000000000001,519.0
4979,11616,57.14,616.06
4994,11616,57.010000000000005,712.0
5027,11616,56.720000000000006,813.47
5030,11616,56.699999999999996,907.34
5035,11616,56.65,1003.95
5036,11616,56.65,1099.68
5037,11616,56.64,1196.09
5062,11616,56.42,1294.47
5064,11616,56.39999999999999,1413.06
5069,11616,56.36,1513.15
5071,11616,56.34,1613.44
5073,11616,56.330000000000005,1710.67
5078,11616,56.279999999999994,1808.76
5086,11616,56.220000000000006,1897.0
5090,11616,56.18,1990.67
5093,11616,56.16,2084.96
5101,11616,56.089999999999996,2185.3
5106,11616,56.04,2276.0
5109,11616,56.02,2376.32
5112,11616,55.989999999999995,2478.54
5113,11616,55.98,2594.45
5120,11616,55.92,2706.35
5122,11616,55.910000000000004,2799.55
5124,11616,55.88999999999999,2902.12
5152,11616,55.65,3000.3
5157,11616,55.60000000000001,3102.04
5158,11616,55.60000000000001,3209.19
5163,11616,55.55,3310.34
5165,11616,55.54,3414.42
5170,11616,55.489999999999995,3509.48
5171,11616,55.48,3605.56
